Mots conjugués;Infinitif
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
mets;mettre
mets;mettre
met;mettre
mettons;mettre
mettez;mettre
mettent;mettre
miaule;miauler
miaules;miauler
miaule;miauler
miaulons;miauler
miaulez;miauler
miaulent;miauler
mijote;mijoter
mijotes;mijoter
mijote;mijoter
mijotons;mijoter
mijotez;mijoter
mijotent;mijoter
mobilise;mobiliser
mobilises;mobiliser
mobilise;mobiliser
mobilisons;mobiliser
mobilisez;mobiliser
mobilisent;mobiliser
modèle;modeler
modèles;modeler
modèle;modeler
modelons;modeler
modelez;modeler
modèlent;modeler
modère;modérer
modères;modérer
modère;modérer
modérons;modérer
modérez;modérer
modèrent;modérer
moissonne;moissonner
moissonnes;moissonner
moissonne;moissonner
moissonnons;moissonner
moissonnez;moissonner
moissonnent;moissonner
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
monte;monter
montes;monter
monte;monter
montons;monter
montez;monter
montent;monter
montre;montrer
montres;montrer
montre;montrer
montrons;montrer
montrez;montrer
montrent;montrer
mordille;mordiller
mordilles;mordiller
mordille;mordiller
mordillons;mordiller
mordillez;mordiller
mordillent;mordiller
mords;mordre
mords;mordre
mord;mordre
mordons;mordre
mordez;mordre
mordent;mordre
mords;mordre
mords;mordre
mord;mordre
mordons;mordre
mordez;mordre
mordent;mordre
mords;mordre
mords;mordre
mord;mordre
mordons;mordre
mordez;mordre
mordent;mordre
mouche;moucher
mouches;moucher
mouche;moucher
mouchons;moucher
mouchez;moucher
mouchent;moucher
mouds;moudre
mouds;moudre
moud;moudre
moulons;moudre
moulez;moudre
moulent;moudre
mouille;mouiller
mouilles;mouiller
mouille;mouiller
mouillons;mouiller
mouillez;mouiller
mouillent;mouiller
moule;mouler
moules;mouler
moule;mouler
moulons;mouler
moulez;mouler
moulent;mouler
meurs;mourir
meurs;mourir
meurt;mourir
mourons;mourir
mourez;mourir
meurent;mourir
mousse;mousser
mousses;mousser
mousse;mousser
moussons;mousser
moussez;mousser
moussent;mousser
mugis;mugir
mugis;mugir
mugit;mugir
mugissons;mugir
mugissez;mugir
mugissent;mugir
mure;murer
mures;murer
mure;murer
murons;murer
murez;murer
murent;murer
mâche;mâcher
mâches;mâcher
mâche;mâcher
mâchons;mâcher
mâchez;mâcher
mâchent;mâcher
mélange;mélanger
mélanges;mélanger
mélange;mélanger
mélangeons;mélanger
mélangez;mélanger
mélangent;mélanger
méprise;mépriser
méprises;mépriser
méprise;mépriser
méprisons;mépriser
méprisez;mépriser
méprisent;mépriser
nage;nager
nages;nager
nage;nager
nageons;nager
nagez;nager
nagent;nager
nage;nager
nages;nager
nage;nager
nageons;nager
nagez;nager
nagent;nager
nage;nager
nages;nager
nage;nager
nageons;nager
nagez;nager
nagent;nager
nage;nager
nages;nager
nage;nager
nageons;nager
nagez;nager
nagent;nager
narre;narrer
narres;narrer
narre;narrer
narrons;narrer
narrez;narrer
narrent;narrer
navigue;naviguer
navigues;naviguer
navigue;naviguer
naviguons;naviguer
naviguez;naviguer
naviguent;naviguer
nais;naître
nais;naître
naît;naître
naissons;naître
naissez;naître
naissent;naître
n'aime pas;ne pas aimer
n'aimes pas;ne pas aimer
n'aime pas;ne pas aimer
n'aimons pas;ne pas aimer
n'aimez pas;ne pas aimer
n'aiment pas;ne pas aimer
ne touche pas;ne pas toucher
ne touches pas;ne pas toucher
ne touche pas;ne pas toucher
ne touchons pas;ne pas toucher
ne touchez pas;ne pas toucher
ne touchent pas;ne pas toucher
neige;neiger
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nettoie;nettoyer
nettoies;nettoyer
nettoie;nettoyer
nettoyons;nettoyer
nettoyez;nettoyer
nettoient;nettoyer
nie;nier
nies;nier
nie;nier
nions;nier
niez;nier
nient;nier
note;noter
notes;noter
note;noter
notons;noter
notez;noter
notent;noter
noue;nouer
noues;nouer
noue;nouer
nouons;nouer
nouez;nouer
nouent;nouer
nourris;nourrir
nourris;nourrir
nourrit;nourrir
nourrissons;nourrir
nourrissez;nourrir
nourrissent;nourrir
noie;noyer
noies;noyer
noie;noyer
noyons;noyer
noyez;noyer
noient;noyer
numérote;numéroter
numérotes;numéroter
numérote;numéroter
numérotons;numéroter
numérotez;numéroter
numérotent;numéroter
oblige;obliger
obliges;obliger
oblige;obliger
obligeons;obliger
obligez;obliger
obligent;obliger
observe;observer
observes;observer
observe;observer
observons;observer
observez;observer
observent;observer
obstrue;obstruer
obstrues;obstruer
obstrue;obstruer
obstruons;obstruer
obstruez;obstruer
obstruent;obstruer
obsède;obséder
obsèdes;obséder
obsède;obséder
obsédons;obséder
obsédez;obséder
obsèdent;obséder
obéis;obéir
obéis;obéir
obéit;obéir
obéissons;obéir
obéissez;obéir
obéissent;obéir
occupe;occuper
occupes;occuper
occupe;occuper
occupons;occuper
occupez;occuper
occupent;occuper
octroie;octroyer
octroies;octroyer
octroie;octroyer
octroyons;octroyer
octroyez;octroyer
octroient;octroyer
offre;offrir
offres;offrir
offre;offrir
offrons;offrir
offrez;offrir
offrent;offrir
ordonne;ordonner
ordonnes;ordonner
ordonne;ordonner
ordonnons;ordonner
ordonnez;ordonner
ordonnent;ordonner
organise;organiser
organises;organiser
organise;organiser
organisons;organiser
organisez;organiser
organisent;organiser
organise;organiser
organises;organiser
organise;organiser
organisons;organiser
organisez;organiser
organisent;organiser
oriente;orienter
orientes;orienter
oriente;orienter
orientons;orienter
orientez;orienter
orientent;orienter
orne;orner
ornes;orner
orne;orner
ornons;orner
ornez;orner
ornent;orner
oublie;oublier
oublies;oublier
oublie;oublier
oublions;oublier
oubliez;oublier
oublient;oublier
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
ouvre;ouvrir
ouvres;ouvrir
ouvre;ouvrir
ouvrons;ouvrir
ouvrez;ouvrir
ouvrent;ouvrir
pagaie;pagayer
pagaies;pagayer
pagaie;pagayer
pagayons;pagayer
pagayez;pagayer
pagaient;pagayer
palme;palmer
palmes;palmer
palme;palmer
palmons;palmer
palmez;palmer
palment;palmer
pane;paner
panes;paner
pane;paner
panons;paner
panez;paner
panent;paner
papote;papoter
papotes;papoter
papote;papoter
papotons;papoter
papotez;papoter
papotent;papoter
parcours;parcourir
parcours;parcourir
parcourt;parcourir
parcourons;parcourir
parcourez;parcourir
parcourent;parcourir
paresse;paresser
paresses;paresser
paresse;paresser
paressons;paresser
paressez;paresser
paressent;paresser
parfume;parfumer
parfumes;parfumer
parfume;parfumer
parfumons;parfumer
parfumez;parfumer
parfument;parfumer
parie;parier
paries;parier
parie;parier
parions;parier
pariez;parier
parient;parier
parle;parler
parles;parler
parle;parler
parlons;parler
parlez;parler
parlent;parler
parle;parler
parles;parler
parle;parler
parlons;parler
parlez;parler
parlent;parler
parle;parler
parles;parler
parle;parler
parlons;parler
parlez;parler
parlent;parler
parle;parler
parles;parler
parle;parler
parlons;parler
parlez;parler
parlent;parler
parle;parler
parles;parler
parle;parler
parlons;parler
parlez;parler
parlent;parler
partage;partager
partages;partager
partage;partager
partageons;partager
partagez;partager
partagent;partager
participe;participer
participes;participer
participe;participer
participons;participer
participez;participer
participent;participer
pars;partir
pars;partir
part;partir
partons;partir
partez;partir
partent;partir
pars;partir
pars;partir
part;partir
partons;partir
partez;partir
partent;partir
pars;partir
pars;partir
part;partir
partons;partir
partez;partir
partent;partir
pars;partir
pars;partir
part;partir
partons;partir
partez;partir
partent;partir
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
passe;passer
passes;passer
passe;passer
passons;passer
passez;passer
passent;passer
patiente;patienter
patientes;patienter
patiente;patienter
patientons;patienter
patientez;patienter
patientent;patienter
paie;payer
paies;payer
paie;payer
payons;payer
payez;payer
paient;payer
pais;paître
pais;paître
paît;paître
paissons;paître
paissez;paître
paissent;paître
peigne;peigner
peignes;peigner
peigne;peigner
peignons;peigner
peignez;peigner
peignent;peigner
peins;peindre
peins;peindre
peint;peindre
peignons;peindre
peignez;peindre
peignent;peindre
peins;peindre
peins;peindre
peint;peindre
peignons;peindre
peignez;peindre
peignent;peindre
peins;peindre
peins;peindre
peint;peindre
peignons;peindre
peignez;peindre
peignent;peindre
pèle;peler
pèles;peler
pèle;peler
pelons;peler
pelez;peler
pèlent;peler
penche;pencher
penches;pencher
penche;pencher
penchons;pencher
penchez;pencher
penchent;pencher
pends;pendre
pends;pendre
pend;pendre
pendons;pendre
pendez;pendre
pendent;pendre
pends;pendre
pends;pendre
pend;pendre
pendons;pendre
pendez;pendre
pendent;pendre
pends;pendre
pends;pendre
pend;pendre
pendons;pendre
pendez;pendre
pendent;pendre
pense;penser
penses;penser
pense;penser
pensons;penser
pensez;penser
pensent;penser
perce;percer
perces;percer
perce;percer
perçons;percer
percez;percer
percent;percer
perçois;percevoir
perçois;percevoir
perçoit;percevoir
percevons;percevoir
percevez;percevoir
perçoivent;percevoir
percute;percuter
percutes;percuter
percute;percuter
percutons;percuter
percutez;percuter
percutent;percuter
perds;perdre
perds;perdre
perd;perdre
perdons;perdre
perdez;perdre
perdent;perdre
perds;perdre
perds;perdre
perd;perdre
perdons;perdre
perdez;perdre
perdent;perdre
perfore;perforer
perfores;perforer
perfore;perforer
perforons;perforer
perforez;perforer
perforent;perforer
permets;permettre
permets;permettre
permet;permettre
permettons;permettre
permettez;permettre
permettent;permettre
perturbe;perturber
perturbes;perturber
perturbe;perturber
perturbons;perturber
perturbez;perturber
perturbent;perturber
pèse;peser
pèses;peser
pèse;peser
pesons;peser
pesez;peser
pèsent;peser
photocopie;photocopier
photocopies;photocopier
photocopie;photocopier
photocopions;photocopier
photocopiez;photocopier
photocopient;photocopier
photographie;photographier
photographies;photographier
photographie;photographier
photographions;photographier
photographiez;photographier
photographient;photographier
piaille;piailler
piailles;piailler
piaille;piailler
piaillons;piailler
piaillez;piailler
piaillent;piailler
pile;piler
piles;piler
pile;piler
pilons;piler
pilez;piler
pilent;piler
pince;pincer
pinces;pincer
pince;pincer
pinçons;pincer
pincez;pincer
pincent;pincer
pique;piquer
piques;piquer
pique;piquer
piquons;piquer
piquez;piquer
piquent;piquer
pisse;pisser
pisses;pisser
pisse;pisser
pissons;pisser
pissez;pisser
pissent;pisser
pivote;pivoter
pivotes;pivoter
pivote;pivoter
pivotons;pivoter
pivotez;pivoter
pivotent;pivoter
piétine;piétiner
piétines;piétiner
piétine;piétiner
piétinons;piétiner
piétinez;piétiner
piétinent;piétiner
place;placer
places;placer
place;placer
plaçons;placer
placez;placer
placent;placer
place;placer
places;placer
place;placer
plaçons;placer
placez;placer
placent;placer
place;placer
places;placer
place;placer
plaçons;placer
placez;placer
placent;placer
place;placer
places;placer
place;placer
plaçons;placer
placez;placer
placent;placer
plais;plaire
plais;plaire
plaît;plaire
plaisons;plaire
plaisez;plaire
plaisent;plaire
plaisante;plaisanter
plaisantes;plaisanter
plaisante;plaisanter
plaisantons;plaisanter
plaisantez;plaisanter
plaisantent;plaisanter
planifie;planifier
planifies;planifier
planifie;planifier
planifions;planifier
planifiez;planifier
planifient;planifier
plante;planter
plantes;planter
plante;planter
plantons;planter
plantez;planter
plantent;planter
plastifie;plastifier
plastifies;plastifier
plastifie;plastifier
plastifions;plastifier
plastifiez;plastifier
plastifient;plastifier
pleure;pleurer
pleures;pleurer
pleure;pleurer
pleurons;pleurer
pleurez;pleurer
pleurent;pleurer
pleure;pleurer
pleures;pleurer
pleure;pleurer
pleurons;pleurer
pleurez;pleurer
pleurent;pleurer
-;pleuvoir
-;pleuvoir
pleut;pleuvoir
-;pleuvoir
-;pleuvoir
-;pleuvoir
plie;plier
plies;plier
plie;plier
plions;plier
pliez;plier
plient;plier
plie;plier
plies;plier
plie;plier
plions;plier
pliez;plier
plient;plier
plonge;plonger
plonges;plonger
plonge;plonger
plongeons;plonger
plongez;plonger
plongent;plonger
plâtre;plâtrer
plâtres;plâtrer
plâtre;plâtrer
plâtrons;plâtrer
plâtrez;plâtrer
plâtrent;plâtrer
poignarde;poignarder
poignardes;poignarder
poignarde;poignarder
poignardons;poignarder
poignardez;poignarder
poignardent;poignarder
pointe;pointer
pointes;pointer
pointe;pointer
pointons;pointer
pointez;pointer
pointent;pointer
polis;polir
polis;polir
polit;polir
polissons;polir
polissez;polir
polissent;polir
ponce;poncer
ponces;poncer
ponce;poncer
ponçons;poncer
poncez;poncer
poncent;poncer
ponds;pondre
ponds;pondre
pond;pondre
pondons;pondre
pondez;pondre
